Mouse_ID,HI,Sex,infection_status,predicted_weight_loss,IFNy,CXCR3,IL.6,IL.13,IL1RN,CASP1,CXCL9,IDO1,IRGM1,MPO,MUC2,MUC5AC,MYD88,NCR1,PRF1,RETNLB,SOCS1,TICAM1,TNF,hybrid_category,group,UMAP1,UMAP2
AA0457,0.695652174,F,FALSE,10.6929197484546,-19.7460991750344,-25.1316820699256,-21.5922319856404,-23.5174732840233,-19.8152047453248,-22.0666162676729,-23.7574710649002,-20.2739475211126,-26.832234181341,-20.3247548076046,-23.1403722332039,-19.6701198475542,-19.106451427393,-20.6748000215042,-22.0935142319798,-21.6114353406228,-24.7110228002861,-22.1472593948709,-20.9390841129336,Hybrid,F_FALSE,-1.0514395503490888,-4.013672485414029
AA0458,0.826086957,F,TRUE,10.4758241973452,-13.9061301093788,-17.0160747196993,-20.4100909836798,-20.3535158530747,-14.5046873831838,-18.57122496716,-15.2521274595823,-14.8731056366679,-17.5937110520888,-14.5667322991394,-17.2914472400032,-16.581708559885,-16.0987796030345,-19.9618743418782,-18.8220564462137,-17.538552573343,-17.5540468720176,-17.6024909775862,-15.3357015745247,Hybrid,F_TRUE,0.9046122298315321,0.2567510621314486
AA0460,0.25,F,FALSE,12.8923706374522,-18.7729135109022,-16.8329561520084,-18.7269507515351,-16.7496617260023,-25.6341635978488,-24.4298684701689,-22.9588164249305,-24.3693017808091,-22.3811263861056,-19.2739105415911,-22.634017274754,-22.7728053043628,-22.2343812760222,-14.107911189616,-12.7989791994584,-27.2807012026984,-22.8047674472263,-23.4260819069955,-21.6758195543643,Hybrid,F_FALSE,-0.24451859800315895,-4.342572717619205
AA0465,0.083333333,M,TRUE,7.64344773753275,-14.7301077818914,-15.3079120243424,-16.2353661067496,-19.5115358000214,-15.1712820210263,-18.494749786184,-16.4070310150527,-15.1915536461861,-17.1020313522079,-15.4566477678615,-16.8903277152451,-16.3653890490874,-14.4418041933479,-17.43175792962,-15.6861968793769,-17.0930621868111,-17.257383564618902,-19.0330691124541,-20.1250315873113,M.m.domesticus,M_TRUE,1.2554403317620275,0.1909618232900958
AA0466,0,F,FALSE,10.7381201197737,-17.9111648340554,-18.8773923870448,-16.3064617277366,-21.3738168352778,-16.7862926170216,-15.7210806920845,-19.2744831907934,-17.3479622755835,-18.9389298764968,-18.4628962162165,-19.7828612614201,-19.4272742458567,-15.0569475443184,-22.7833994016356,-16.810711511831,-19.4396695744443,-19.3901340655501,-18.6990199082587,-15.1745027667058,M.m.domesticus,F_FALSE,0.9177896356451656,-0.6575687205440005
AA0468,0.272727273,F,FALSE,10.8210718493369,-15.0893220250501,-18.0127912307015,-19.7206582296176,-17.176148600496,-16.8815370479084,-19.7537666902872,-21.9586831332043,-17.083203313282,-20.3401076675814,-18.523546048742,-19.828684135952,-19.498621895164,-15.1835365655629,-16.6396573502736,-16.3765580746644,-18.2382601633691,-20.0394290328379,-15.2973224147482,-17.4615261161504,Hybrid,F_FALSE,-0.014851954751213647,-1.6212883945676566
AA0506,0.842105263157895,F,FALSE,9.22602350887004,-18.9540326896996,-23.4917306840993,-15.3500086144745,-18.8764039750283,-23.0298716099661,-23.7119175562347,-18.9452481455966,-19.5076929983735,-22.572798605959,-19.434363576067,-20.3541063120092,-21.9729682956878,-16.5125573017011,-20.8967570245742,-16.7207354599552,-20.4860690790972,-23.1615957623027,-14.8583944498009,-16.3360468095916,Hybrid,F_FALSE,0.24554806490922948,-3.3570396415397568
AA0511,0.736842105263158,M,FALSE,13.1455868683825,-19.182900630714,-22.2237085363358,-22.8916350279942,-19.1167336784125,-18.1352815468131,-22.8494975602821,-19.4305922356819,-18.4665894516406,-26.123840331189,-17.5675991366529,-26.8242901905952,-23.4431809030521,-24.2678831306395,-17.8424363528647,-18.2513481612887,-24.3952263956493,-26.5455565406882,-21.9658715342825,-19.6133372414742,Hybrid,M_FALSE,-1.2518514300547974,-4.154132645406166
AA0512,0.695652173913043,F,FALSE,11.6786070921002,-20.3443735358878,-18.3785333898489,-21.7674352102714,-19.0617836921195,-22.1848959446906,-21.575307070089,-26.7447885582665,-20.1756760893296,-22.9675518449798,-23.6962960892342,-22.1545093255202,-21.8010613692438,-20.7859419946324,-18.4383444750803,-14.6113280825281,-18.5465326845691,-22.5034036993549,-18.504000287008,-22.099628620787,Hybrid,F_FALSE,-0.6342973197450008,-3.748922746854884
AA0524,0.8,F,TRUE,11.5224996321442,-22.4956153587907,-18.7351487612356,-19.6772901833371,-20.4498769286588,-26.7772280636006,-27.9809111399681,-19.7580598973882,-24.221864870115,-24.092820513171,-24.2258435105478,-24.5832999423081,-25.1305187390487,-19.3848877812866,-24.3730003181445,-19.2278226387677,-21.7909558368704,-24.8568833307372,-21.4570838767712,-20.7233021490909,Hybrid,F_TRUE,-0.5339728680335454,-4.491679713667807
AA0525,0.5789473684,M,TRUE,9.07888281894568,-16.662756643688,-16.971872426857,-15.4486396478089,-12.3595841755167,-17.4145713841891,-14.9162725286865,-15.4580625259127,-18.5245199505562,-16.1685058948132,-15.3309374536209,-16.047956342583,-14.3738082376985,-17.4558524426285,-17.6391273620565,-14.8118551871971,-16.3826103600279,-16.7745409726899,-15.6011180767266,-16.5695643881007,Hybrid,M_TRUE,-0.3100608427554919,2.66781805172034
AA0526,0.7894736842,M,FALSE,8.51524787278089,-18.1997796251527,-17.428411659892,-16.1651814761936,-17.4628668689711,-18.9193466993383,-12.9252273052108,-15.7498586722171,-18.0999795208427,-14.8960924902939,-15.4724897016283,-15.378258008769,-14.9448743304293,-14.2036219766526,-15.916641503811,-18.6897437005374,-14.5436504231892,-14.9574535817421,-14.9475195791715,-16.203571856431,Hybrid,M_FALSE,1.7233037109511073,2.8887993405232013
AA0527,0.8,M,FALSE,11.1587510651357,-16.208726568593,-17.5122979374772,-16.0276263386607,-20.9653814341912,-17.1752732398057,-16.1696792190319,-19.9730681190445,-17.7871147387338,-20.6286525895314,-16.8066763760463,-20.4258472772385,-19.3457251138417,-15.6534593702569,-19.2598843098869,-16.4318616620536,-19.2196768487428,-20.0760034763812,-18.2486923545059,-17.800288779407,Hybrid,M_FALSE,0.7110113204476777,-0.6706555410681619
AA0528,0,F,FALSE,7.8451299069642,-23.0254325329818,-13.5796025672507,-15.7436723103321,-18.1755354805814,-14.9633297256386,-14.6324218775912,-16.7917809878338,-16.5134839195458,-16.9790366354494,-14.5174811808864,-15.8395344490655,-15.0893745059257,-13.9029418335803,-19.1490155480309,-17.6746206429664,-16.9718031244796,-16.0100027277259,-16.4794628973849,-15.5555644264961,M.m.domesticus,F_FALSE,2.0167977320716646,2.4307029877097377
AA0529,0.05,M,FALSE,6.91038702155944,-25.4527162398907,-18.9678446648435,-15.6960253108642,-17.9790686678191,-19.1332890409052,-15.7484679337902,-17.3505969793285,-19.7121059800529,-14.944115833651,-17.0934377803697,-14.6798567896483,-13.8961191390597,-13.2341126302343,-19.8637982373298,-21.8918418798591,-14.9782832089928,-15.1231874363681,-15.6291060666988,-15.119311249713,M.m.domesticus,M_FALSE,1.7821582717009643,2.5967088595338357
AA0530,0.4,M,TRUE,12.7650556567242,-11.3194363651458,-8.91369956690099,-11.7364421740857,-9.92691864391347,-13.0917651268526,-13.2037386287235,-8.91369956690099,-8.91369956690099,-8.91369956690099,-16.5184076214764,-13.0489892052043,-15.9079729947639,-14.3054193438745,-8.91369956690099,-8.91369956690099,-10.9186396309937,-13.1296673682595,-8.91369956690099,-9.80692162786865,Hybrid,M_TRUE,0.5721669412523254,2.1289319331958656
AA0531,0,F,TRUE,10.1955167307444,-13.1475423500089,-18.1496294714471,-23.5977870425642,-14.4715270332892,-14.7209184891461,-17.8997844009101,-19.6133372414742,-14.7108642216357,-19.115761319212,-17.320687908186,-19.6860887937666,-17.4501603160097,-23.5802341736662,-18.2178261437418,-24.8200148423567,-19.3429324246119,-17.8332483936614,-22.7059777387664,-24.1715893228271,M.m.domesticus,F_TRUE,-1.1672922381814945,-0.889415510146435
AA0532,0.1,M,FALSE,6.13357565860002,-23.3713217265454,-16.454294515379,-18.6753199226228,-22.6859969140484,-14.342008806139,-16.5893838611128,-21.4361574064899,-15.3186803040901,-17.0798715656975,-14.3685605067257,-16.3016214511147,-15.1679231389461,-14.1286452441273,-20.6060165308808,-20.7320046338553,-16.3826103600279,-16.4788298542362,-20.1724753517748,-17.0655951159293,Hybrid,M_FALSE,2.1842037639418805,1.347786299442078
AA0533,0,F,FALSE,11.9155143523517,-25.1762114746804,-17.0799686922265,-14.3099184675994,-17.5707824644015,-22.4611076511994,-20.0313985504165,-14.8133157455256,-21.9815542871004,-23.996694022819,-15.5230874190367,-22.9489513724544,-20.2998131047852,-16.2565383777341,-19.4286929176621,-22.1965252038134,-21.1894199037077,-23.996694022819,-14.1362712410698,-16.6976730321964,M.m.domesticus,F_FALSE,0.33199760755485086,-3.2713835971821297
AA0534,0.1,M,FALSE,5.39538179398902,-21.194098924472,-19.6858332334497,-16.7701215508899,-20.0067328956378,-17.0944661068037,-16.6475184829142,-19.5076929983735,-19.3794740773898,-16.9088638687039,-15.2851708832712,-15.8252476050642,-15.0709731707229,-13.9513422873159,-16.502470354035,-18.3235666687477,-15.4491238273162,-16.8683044915079,-21.3294367541853,-17.1494761843299,Hybrid,M_FALSE,2.0632056242464953,1.9810696781406958
AA0535,0.15,M,FALSE,6.21782924423397,-23.7596986203362,-23.3892797731093,-17.3975031993958,-17.8025487673588,-21.2984946471938,-20.1794102831435,-17.1713790069909,-23.4480165919821,-17.3509676219811,-20.3961201293569,-17.0602576759529,-22.2387025652459,-15.2146193444746,-19.8637982373298,-22.7371272278926,-20.2700769026744,-16.4951140619847,-17.3838966466136,-23.872816100214,Hybrid,M_FALSE,-0.16410834662099055,-2.910678729468268
AA0536,0.1,M,FALSE,7.97641995584956,-20.2124267670561,-16.8559470001051,-17.0050387192349,-20.1468733314911,-11.5050157281728,-15.8527925625317,-17.9236429068997,-13.7905332170116,-14.0849249821812,-10.7718105304965,-12.6572270797089,-12.4862118184945,-11.6067151829544,-18.8109477536889,-19.4791177687111,-14.0420630894772,-13.5157324508336,-17.161283312182402,-14.8800988971345,Hybrid,M_FALSE,2.585538049701327,1.686967741025529
AA0537,0.05,M,FALSE,8.52151891240774,-16.7372559584025,-26.529389781811,-24.8930017559737,-25.0432511166964,-14.9836474386099,-17.7098798170215,-19.4305922356819,-14.9952046314437,-19.1395137639232,-15.6018007713312,-18.5758689380809,-16.9163463703668,-14.8210210556573,-21.4491677396601,-16.7207354599552,-17.9800989187357,-18.255119987519,-21.1420056346824,-20.633124301832,M.m.domesticus,M_FALSE,0.8634970575867328,-0.778218913295348
AA0538,0,F,FALSE,14.4412093885882,-15.532664589474,-19.7996675348965,-16.5570143934895,-17.2045829353337,-14.8172567348087,-18.7253536217445,-14.6456869427929,-14.4564172848832,-18.9825482668516,-16.3243352410133,-18.9144187663553,-17.7641763051685,-15.7121238328472,-16.1523518288139,-18.986196073027,-16.5043148908893,-19.2438828197691,-19.8210011691002,-18.2837791791661,M.m.domesticus,F_FALSE,-0.23725680828859858,-0.8491531372063207
AA0539,0.1111111111,M,FALSE,9.35032539352687,-13.4790093597248,-17.9607548775915,-25.9703676738838,-22.2060192261046,-15.186665940291,-17.6491359753381,-18.6805803329662,-15.1046869553132,-18.7328531877176,-16.1811218686601,-18.4903218932841,-16.9897292254763,-14.6071482538845,-17.8424363528647,-22.2648235850898,-17.1897989712915,-19.0374883145722,-22.5169655107392,-21.3262632047502,Hybrid,M_FALSE,0.7205135272420862,-0.18812079429296358
AA0540,0,F,FALSE,6.56645119744802,-17.7817237285182,-13.662527346254,-16.6106478870641,-18.9414130459347,-16.1929227895813,-13.8884074220522,-19.5805551376584,-16.894619924115,-13.4121523022982,-15.3957529739275,-13.6635634264338,-13.2317107660933,-12.0740509478599,-15.2271361310863,-19.7963957704754,-14.509722667249,-13.3722540703602,-16.6750596266444,-17.5223215897743,M.m.domesticus,F_FALSE,2.3256819603188186,2.777729188025154
AA0542,0.8823529412,M,TRUE,13.184412426264,-15.753905074975,-19.6042232448101,-14.9114495366826,-19.0038302765468,-22.6837771625224,-22.8494975602821,-14.8800988971345,-17.7336057172331,-20.9155532179904,-21.8509716596791,-22.7864663580233,-25.6390064275891,-17.7651848356219,-14.0137984818877,-16.634142418296,-21.6635984533743,-23.621856985382,-18.4059819420282,-18.6618895889408,Hybrid,M_TRUE,0.437083848604963,-3.4197655689950732
AA0543,0,F,FALSE,8.563857829348,-17.0698550007865,-17.2887490750507,-17.3451771705479,-21.6767235166853,-10.9516574561838,-14.6618242781563,-18.082406943709,-12.5849002434025,-13.9190271998379,-11.5711902183915,-13.9050891196655,-13.0216622358431,-10.6954013271919,-19.2598843098869,-18.5063549703938,-14.2456308888853,-13.6519767841187,-17.786028564594,-14.3272628870961,M.m.domesticus,F_FALSE,2.6210208810360562,1.5847866222386449
AA0544,0.8947368421,M,FALSE,7.80210805835164,-14.2148465408852,-14.4494925024678,-18.2371469722417,-24.4774326873994,-12.8696784056846,-14.5916623410022,-18.9684077398455,-13.0864737193523,-17.5069849628134,-12.8002553546852,-17.0745264894869,-15.4430031601431,-13.4432021037553,-17.5593622830182,-15.1905720895481,-16.7320010912702,-17.1217207678993,-19.0814348588261,-17.1259529658901,Hybrid,M_FALSE,2.0995990131106668,0.9503730333427798
AA0546,0.1,M,FALSE,9.07837541229168,-15.1358111203339,-16.4818366337374,-17.0523812238246,-19.8011431289366,-15.1594454986121,-20.4968196687825,-16.2218601224738,-15.7858592993498,-17.9722243104179,-15.7336865662735,-18.4393464124788,-17.3594407147301,-14.4593908407359,-20.2503169031084,-16.305674545789,-17.3796532441439,-18.1826056785789,-17.8062073893637,-18.082406943709,Hybrid,M_FALSE,0.8241001515383513,-0.37774488089466096
AA0547,0.04347826087,F,FALSE,8.95985641947524,-15.8209968094674,-27.2740268162722,-17.3012297038956,-17.0974747634774,-13.0605474869657,-16.6180624515818,-17.0655951159293,-17.3687748211881,-15.9921638951419,-17.2014421659943,-18.2000996953657,-14.2805035543964,-12.785325510799,-22.3142681087047,-20.530871698844,-13.8407879783304,-14.5419284138333,-14.9043887070591,-18.201581845343,M.m.domesticus,F_FALSE,0.11012862636125698,-0.2355138377566962
AA0548,0.08695652174,F,FALSE,8.65508481148125,-15.7861250016622,-15.9717053511123,-16.5117057592507,-22.4116685760836,-17.0835903344661,-15.4791951625213,-19.4555909492985,-13.7053852592251,-15.8056271609396,-16.1432988323991,-17.421778896632,-13.7653306882352,-12.5664292712487,-20.2503169031084,-16.8406515574503,-15.0661255986808,-15.2829825446981,-20.5326122769177,-15.8693949406058,M.m.domesticus,F_FALSE,2.361057631441481,0.96718314124347
AA0549,0.04,F,FALSE,7.88266528312084,-18.0323694406555,-16.3582279391073,-14.9327594513309,-16.1088456821411,-14.5653810874335,-19.2940036477112,-16.8115831262429,-14.9397433228111,-16.1884089535657,-13.1215678158575,-15.0794228317642,-14.1737685558881,-15.8114245188983,-17.7803861430621,-17.4902914503834,-15.5230874190367,-15.4707258835583,-18.9656974721694,-18.3399961568059,M.m.domesticus,F_FALSE,1.6412180816659914,0.5908107715650348
AA0550,0.05,M,FALSE,8.93847420952842,-19.182900630714,-17.6428790912137,-17.4401151856515,-16.0297422005114,-13.897968596748,-16.9860046084226,-16.7498741944479,-14.7715201567104,-15.22273951065,-12.5577253794467,-14.3375145044614,-13.5199239822775,-15.4552646405797,-23.0149048551622,-15.988809367858,-13.4806622797935,-15.8056271609396,-18.7558184531368,-15.7960226096361,M.m.domesticus,M_FALSE,1.7965622970027117,0.70278235397939115
AA0551,0,F,FALSE,11.5170509551082,-13.1908126257233,-18.397303718849,-17.2522448393158,-20.9045822999644,-15.4309955988984,-19.5312245072877,-18.8915832418523,-15.6567748956851,-19.8697303305369,-16.8504545818381,-19.4696616854726,-19.1147776205455,-14.6666780634196,-17.897931596152,-14.5013573390895,-18.6460513940513,-19.9027447333587,-16.9852414494779,-20.4367112665615,M.m.domesticus,F_FALSE,0.663135600188996,-0.916587525299921
AA0552,0,F,FALSE,6.93922241248782,-17.4847171418309,-17.3103578270386,-19.3851423478226,-18.6110377919278,-16.8049869912394,-17.6211054747119,-18.0399819365478,-17.9076869926142,-15.5470675911095,-17.4102575383004,-15.8588382076419,-18.3162802494669,-13.410041822592,-14.5012294170185,-15.3677471167322,-17.6385716724967,-15.726216140236,-20.3756381816446,-16.5927913568882,M.m.domesticus,F_FALSE,1.9300046503319035,1.9385136335977404
AA0553,0.8947368421,M,FALSE,10.7996787438229,-15.772954518437,-25.4325094633959,-20.8985860273524,-20.2395281044256,-18.9475811836084,-17.9615834802485,-19.0470851184227,-18.960344273908,-19.8196150677626,-15.7566622846651,-19.2221025287711,-18.2253197798118,-16.9169426062948,-16.0816842409621,-17.8102634335672,-18.2160704558168,-19.9409853478231,-17.2873263119161,-13.6467076014107,Hybrid,M_FALSE,0.33368991555333266,-1.7891330361393973
AA0554,0.88,F,TRUE,9.84222283330821,-16.6218966334779,-20.5203714433055,-15.4007223601215,-17.14966826831,-19.4701477906297,-19.1871586455372,-15.1421378329209,-17.9762281521618,-19.3617236855905,-19.2456938691279,-20.9379900005897,-20.5731012465186,-18.6569321051746,-16.4801645837666,-17.9545585279629,-18.7528076018011,-19.2696380805862,-16.2174227836041,-13.4744218707955,Hybrid,F_TRUE,0.32193759417588486,-1.8714073368009694
AA0555,0.88,F,TRUE,13.492740295553,-19.3798255521405,-21.5986685672273,-16.4665206819001,-17.3747928041538,-22.7664103220091,-24.9992866671455,-14.5234241221703,-19.4570801402275,-21.3739819064802,-22.4025910399661,-23.6976633948798,-22.6890169841518,-18.5214325861736,-18.6217677904019,-12.9718498701873,-19.4966727324908,-21.4642256091649,-18.3434934618054,-19.1881469236788,Hybrid,F_TRUE,0.2811526332964315,-3.694762842661514
AA0556,0.65,M,TRUE,11.9138300450573,-15.2963693982678,-11.7339756124283,-14.672101541789,-19.3795569322446,-18.384788126649,-13.2508810261038,-12.1361500462345,-15.7351749923243,-16.2073911993192,-17.9663439262529,-16.1547528216658,-17.6532116183413,-15.4202305966463,-14.3614707200477,-11.4305224014492,-14.5436504231892,-18.0901095959627,-13.5620941946064,-12.7188215678063,Hybrid,M_TRUE,0.054491876366599246,1.6589978453727814
AA0559,0.8571428571,F,TRUE,8.47620832256434,-15.986111675969,-19.2016433537024,-14.3733406514131,-15.8182921966077,-21.6847816950902,-17.8997844009101,-14.2657243678941,-17.4733158374568,-18.4157224318028,-19.7347865911512,-20.8989182094763,-21.1011914029935,-17.7475778782474,-17.5279716377146,-23.5354846018681,-15.8205946359359,-18.4157224318028,-15.2693333847091,-17.6530553225347,Hybrid,F_TRUE,0.1796168475506448,-1.3947946968857607
AA0561,0.8695652174,F,TRUE,9.82865284939963,-18.7230340738336,-17.7540965880604,-19.2940036477112,-17.510693172212,-20.564254755586,-18.1298214616983,-15.7825662009926,-17.8538339266876,-21.0216244197267,-20.957969357834,-22.7023171878501,-24.0116262250276,-18.5786197222501,-15.4710602832561,-17.8297309861194,-18.511094593317,-22.7204290086723,-14.886189727394,-14.4041423439204,Hybrid,F_TRUE,0.3452795555160953,-2.4999806893983467
AA0563,1,F,FALSE,11.3668591904054,-17.2664765970438,-22.6901781634603,-27.2706618131156,-23.1432827440015,-19.2685133228596,-17.031467643102,-25.067586343147,-19.4809836752285,-23.2724780991509,-19.2143601304073,-22.4871464830271,-21.741184270923,-16.3305000969655,-19.4609287119658,-17.6405083431853,-21.2537612605402,-23.4495000972469,-18.2256829750199,-21.7256129695428,M.m.musculus,F_FALSE,-1.293654802514657,-3.4580656047188443
AA0569,0,M,TRUE,14.5701746471781,-23.879473752804,-21.4716443062497,-16.6399667004007,-16.531277948252,-21.3453420528697,-24.2316242410591,-15.3563917451924,-20.4444828477814,-21.9658715342825,-23.5011374794591,-22.0226046174377,-21.9009152863268,-20.8726677196903,-17.7803861430621,-15.2490123902802,-22.8091898000016,-21.6508727096164,-24.0202122412975,-23.16705304625,M.m.domesticus,M_TRUE,0.1281908285784964,-3.9016822517232868
AA0572,0.04,F,TRUE,12.8438770873475,-18.2609725098238,-18.7646101645432,-23.5977870425642,-18.5052465720614,-27.0436225178673,-24.2316242410591,-17.6530553225347,-24.520212200475,-21.4642256091649,-23.1971531735367,-23.2523293931561,-22.6890169841518,-20.0481021827033,-20.7274043745898,-12.6365253267282,-25.4483476650227,-20.755653104717,-20.7718032005024,-23.5640147672461,M.m.domesticus,F_TRUE,-0.16598316777769812,-4.2701623941793
AA0579,0.95,M,TRUE,14.5526824139531,-16.3628607745614,-22.3525036885095,-20.2866949700884,-18.3091888935872,-24.0079186270928,-24.9992866671455,-14.9286081990524,-20.1008752619938,-23.7119175562347,-21.3019573929802,-23.5195292805533,-25.6390064275891,-19.9091532301665,-18.5888145430368,-15.622647817158,-23.4006106573655,-22.2717865195055,-19.5855512230245,-19.6819311232806,M.m.musculus,M_TRUE,0.05639067776079504,-4.006626678834079
AA0591,0.6111111111,M,TRUE,11.5042505698603,-11.7168483872275,-17.1116619704585,-14.8172567348087,-15.6600174384307,-24.76084115454,-22.1535463366294,-15.6453231868158,-19.0125095801438,-22.5034036993549,-23.3187439641895,-18.5476242493081,-22.5367700606972,-17.2412728511536,-14.5607823463108,-14.0903650607762,-22.3649995890812,-25.4871899937406,-13.495543862818,-13.7248147368784,Hybrid,M_TRUE,0.5073490930674693,-3.2212779690046363
AA0620,0.16,F,FALSE,8.65608646261771,-20.7683217821363,-14.0481666234859,-18.7005132010981,-17.4240636988473,-21.5973841052698,-19.121432052701,-20.0394926776869,-21.6078748465967,-19.9409853478231,-21.4586595107765,-21.1104180643538,-21.6026413701978,-15.547622160475,-13.9494919558004,-12.8670078580444,-18.1062962184754,-19.6441082365995,-13.3851066317691,-16.9155941958116,Hybrid,F_FALSE,0.10867660916165595,-2.1381260416573413
AA0623,0,M,TRUE,7.64106975857459,-21.7171499222067,-16.9350438206141,-16.2594475759961,-15.0754808073576,-20.0143200335149,-21.1866056103362,-14.911202654528,-18.8606264754876,-19.7451096475312,-19.0610624557694,-19.8814857434871,-20.1338568995242,-17.3698297169731,-17.8205917653156,-13.8836539748788,-19.8424077189717,-18.8660783910696,-14.4551186633497,-17.3719077898314,M.m.domesticus,M_TRUE,0.13151263614306408,-2.275627199685338
AA0631,0.7777777778,M,TRUE,16.8550733590083,-16.0922671889066,-12.4853729804152,-12.250533453182,-15.2672669307797,-17.4935731133957,-18.7253536217445,-14.0096709823547,-16.8056528401506,-18.489470967779,-19.0610624557694,-16.0277723907916,-22.4667553712493,-15.5874266092868,-24.1918812605879,-14.5013573390895,-17.1388257664949,-20.2797081374782,-13.9275580515863,-12.3718862501534,Hybrid,M_TRUE,-0.11557364049415192,0.7197276172758647
AA0635,0.7368421053,M,TRUE,7.83145211594705,-19.2126299220688,-21.8799366992584,-17.2343954279055,-15.327427814073,-18.060531378319,-22.2287763097057,-17.8938658969303,-19.0968164432346,-19.6441082365995,-19.6954058010469,-20.6036223432462,-19.9872257593553,-17.5341587389107,-19.6267591132034,-14.0681567864668,-18.3524540074722,-19.4170351363053,-17.2168232941891,-17.547790891893,Hybrid,M_TRUE,0.3317092982341664,-2.497996054261407
AA0636,0.8,M,TRUE,12.0763734661905,-19.6327458911702,-21.108893739693,-13.3338368455926,-16.1505211309424,-20.9734597551392,-25.8861637991665,-15.4948463459062,-20.8937776535328,-23.4495000972469,-20.9082870586577,-22.3665916763638,-22.4034151909427,-18.5500089569435,-12.5835062660863,-14.9437596067295,-20.715798353688,-23.2724780991509,-17.0554347096312,-17.9565758686407,Hybrid,M_TRUE,0.42261882626512237,-3.443755300082276
AA0643,0.84,F,TRUE,11.4287048108019,-19.4882291644408,-18.8246507809285,-26.8779118050706,-16.3213728140221,-21.146459209232,-25.8861637991665,-18.181560453518,-22.3498553090568,-20.8454772252716,-28.1573365773311,-21.7257351332458,-21.6463761930536,-20.1300276883201,-15.6678663096988,-13.1206750536917,-20.3079441800104,-20.4080969027724,-17.1861214597898,-21.9586831332043,Hybrid,F_TRUE,-0.0784309248857295,-3.96876192209566
AA0646,0.8421052632,M,TRUE,15.5440876273216,-13.9595634072381,-10.6396335639037,-15.9545534362118,-14.1868733816679,-16.9535157130354,-18.3308855303366,-14.201269310537,-15.2943376454165,-16.3962567643093,-19.300399522053,-18.6531849355132,-18.4093676331312,-15.399190775463,-12.1896674274908,-11.7559791694185,-13.9588143718674,-20.225817412478,-14.9663359041296,-11.2719325349649,Hybrid,M_TRUE,-0.15003029083085245,1.3701485766373556
AA0650,0.8,F,TRUE,12.4773033908676,-17.6447414556208,-19.9020695131064,-17.9126167579635,-15.7340251234547,-19.1082458078697,-21.1866056103362,-14.9476379329964,-17.1742424134724,-20.8020035456592,-19.8761587406284,-21.5943401833881,-21.4541041063394,-17.4265525433799,-25.853735149527,-14.1860617778103,-21.7205376229732,-22.177464049841,-15.2463920672791,-16.4285469331664,Hybrid,F_TRUE,0.5462267991061058,-2.6261634724830634
AA0661,0.88,F,TRUE,8.72269845637,-14.4746562633438,-9.90257224575236,-14.5201505337865,-12.6766053624044,-17.3500428481199,-20.8020035456592,-13.3054136939241,-14.921320819571,-14.7828378083511,-18.8131387637247,-12.5918203087663,-19.1624231320396,-15.009301223929,-11.7042580020977,-10.4713676890534,-12.4762012219119,-18.329515103003,-11.3209439512392,-11.5354152213468,Hybrid,F_TRUE,-0.020801205183965776,1.497640591399822
AA0662,0.95,M,TRUE,11.7691818825481,-17.7999993608273,-19.8299983848997,-18.04884348074,-16.2223312490033,-20.8473407064456,-22.7353053159283,-14.8298852867428,-18.3804769012967,-21.4247261314762,-24.6730398760835,-21.407391615974,-21.1534105557512,-18.6964790804707,-25.2089454610027,-15.7684089785279,-20.8276068965842,-21.3739819064802,-15.7593156935198,-16.3690562174558,M.m.musculus,M_TRUE,0.4948835210464564,-2.7229899645945674
AA0666,0.84,F,TRUE,10.1986416055128,-22.4228814758082,-16.1560312042136,-21.526360590789,-15.4993829269669,-18.4505120589001,-19.5759351285087,-16.1614385992862,-19.7499376136836,-19.2438828197691,-19.1552907071049,-19.992310394865,-19.9085089313863,-19.2880731340575,-18.1341632161269,-17.3365417587548,-19.3429324246119,-18.7558184531368,-18.4353254505235,-19.5076929983735,Hybrid,F_TRUE,-0.06376813180247254,-2.2698254827617883
AA0681,0.9444444444,M,FALSE,7.80039931395617,-17.0835007099306,-18.397303718849,-19.4780995826855,-14.0958402777244,-18.2371469722417,-14.7171284850458,-15.5555644264961,-19.3287732055886,-15.4019236552188,-16.0648325403667,-14.0775816092473,-14.3388418011745,-17.1374708287583,-16.9535157130354,-20.676128988161,-18.9827803714615,-14.3284352334548,-16.5455109153914,-17.9236429068997,M.m.musculus,M_FALSE,0.13169592434956479,3.118613825900055
AA0682,0.9444444444,M,FALSE,10.9393154006336,-14.6364976148211,-17.5944621456013,-19.4482741351461,-14.9433660803513,-15.3650305018048,-17.8809186431596,-22.6217093256081,-16.2698397660674,-19.0549940599574,-17.4938756134445,-19.0762727660495,-18.3589996044246,-20.5083568869815,-20.3295900509252,-15.0326429740135,-17.4452825177288,-19.0115742638866,-20.2591018736387,-20.8975244383273,M.m.musculus,M_FALSE,-1.4087154283848358,-1.611239781453928
AA0683,0.8571428571,F,FALSE,8.4551326066770809,-18.156832221471,-17.4109042675373,-19.3502306524658,-13.6046556629928,-12.2882638519829,-12.5613709844537,-16.3219686616259,-14.8253041925263,-14.859223668539,-13.0175790877081,-14.3534744438194,-13.6634220715794,-18.2166446995246,-16.6076105955749,-17.5851342927985,-17.898652349206,-14.3441767186366,-19.408104249369,-19.4555909492985,Hybrid,F_FALSE,-1.5933954344972026,3.2666954321300286
