Mouse_ID,HI,Sex,infection_status,predicted_weight_loss,IFNy,CXCR3,IL.6,IL.13,IL1RN,CASP1,CXCL9,IDO1,IRGM1,MPO,MUC2,MUC5AC,MYD88,NCR1,PRF1,RETNLB,SOCS1,TICAM1,TNF,hybrid_category,group,UMAP1,UMAP2
AA0314,0.3,M,TRUE,10.4858920998422,-24.776212960435,-22.1511081874709,-20.5118754714669,-23.6338434007103,-18.9701016571431,-23.4736070577999,-27.0245020510062,-20.4884810703727,-21.2313899769044,-19.4103318343688,-21.2113005435081,-20.2414740432659,-15.9128896977253,-22.3923735537615,-19.520473690116,-20.0492736499443,-20.9155532179904,-22.5169655107392,-22.6217093256081,Hybrid,M_TRUE,-1.2087249311510773,-3.813604668494694
AA0316,0.631578947,M,TRUE,12.1306184803178,-17.5323861651177,-22.2237085363358,-19.2282987936435,-23.2901687017246,-24.933244831673,-22.9567986306293,-20.1988661807832,-18.7945546132799,-22.4370434527257,-23.5985836018229,-28.9064727243877,-24.7658501569267,-22.3366060714957,-15.4983119408794,-17.2560748431588,-28.041449094594,-22.22608665583,-25.6816233293033,-22.2849611711401,Hybrid,M_TRUE,-1.0863152303471537,-4.755292917402582
AA0317,0.25,M,TRUE,10.7111837946354,-19.3005246247296,-23.6036145024043,-19.3851423478226,-23.0141749314076,-21.6416752893743,-21.575307070089,-21.1211461573047,-23.2615658447837,-23.813147674045,-19.6607198869755,-24.1819304638448,-22.9414148288838,-17.5096227356622,-23.4228372179847,-17.6405083431853,-25.4483476650227,-24.4640398643283,-21.6947680804706,-23.5640147672461,Hybrid,M_TRUE,-1.0450135573930155,-4.374505875071057
AA0319,0.08,F,TRUE,12.0266758186563,-18.8018885304522,-24.0805280928487,-20.2131396949374,-22.2060192261046,-21.0351066352054,-27.9809111399681,-24.0602748470167,-20.9324275009936,-24.7110228002861,-24.0085377299664,-24.3014574952897,-23.6226429426985,-19.4599132351657,-20.7274043745898,-14.2483269268338,-25.9849539181732,-25.9056679869932,-26.8495218183452,-25.2834171615437,M.m.domesticus,F_TRUE,-1.2253008096363918,-4.629915445442766
AA0320,0.055555556,M,FALSE,8.52922321996745,-12.8768758537894,-11.7339756124283,-15.2155533584826,-18.4061275606286,-13.9429956615437,-16.2920775251459,-17.1921478886554,-13.516716462208,-17.2440280921444,-13.0567179318966,-16.9888976191477,-16.3193118929071,-14.283068359945,-14.5381628150611,-17.3365417587548,-17.4630366396205,-17.2285834669434,-16.0766601754067,-16.493142383006,M.m.domesticus,M_FALSE,1.356837375269198,0.9790584670947727
AA0323,0.826086957,F,FALSE,9.41792492433122,-15.341333883898,-15.1890005113299,-16.886186741164,-18.2244301085528,-12.0274314112697,-14.3985731840694,-18.4341572498792,-12.9764738449539,-15.9261544233189,-12.5020064153507,-15.2809857456061,-14.4425034827388,-13.3688990880936,-19.2940036477112,-14.540929868472,-15.1949390701827,-16.2958202947407,-16.7368140626259,-15.1619227999887,Hybrid,F_FALSE,1.6311864873514599,1.1029651877130788
AA0329,1,M,FALSE,7.93391362315802,-13.230770972103,-14.0481666234859,-19.9880676718292,-17.2771815597941,-14.74294110621,-15.1558358784947,-16.6976730321964,-14.3189388673244,-18.0678689966646,-15.0836608865714,-17.4065111315903,-16.7763448183225,-14.5769274453343,-18.3833728721143,-23.8082656757123,-16.935115840202702,-17.5069849628134,-15.7943452130164,-16.6154958715565,M.m.musculus,M_FALSE,0.781662836334422,0.3523485488852234
AA0330,0.894736842,M,FALSE,10.7966421295137,-21.6668355013138,-17.7746741144824,-16.9535157130354,-20.8049795355362,-23.8181089255973,-17.7642792117826,-17.3939310170049,-24.0153170465011,-24.4640398643283,-24.6730398760835,-23.8997315433679,-23.1385910211285,-19.1308308848141,-17.5871285462708,-13.3734299509422,-21.9061310369684,-25.2259232513724,-18.3836694016359,-15.7271929527515,Hybrid,M_FALSE,-0.06611148155358182,-3.7804334084097704
AA0332,0.956521739,F,FALSE,8.96629988237142,-23.460321705945,-22.0689664967258,-20.459337975277,-20.4002519343709,-23.2475647911432,-22.0666162676729,-22.8745776137033,-21.2642741790519,-24.1930110777585,-18.9833564584431,-21.9456276126466,-24.2181027543315,-17.1592303025401,-19.6711757202934,-17.6405083431853,-22.295070161552,-25.0308718928063,-17.3306496475115,-18.9684077398455,M.m.musculus,F_FALSE,-0.7087121978922066,-4.142282853115666
AA0334,0.947368421,M,FALSE,12.3582222773007,-13.5885703495881,-21.9748796571607,-19.8545339189261,-18.7884055750875,-15.8458785748702,-23.3662371345379,-26.0073942940029,-15.9914600459447,-20.225817412478,-16.991096290556,-19.3692194746753,-18.5998201885906,-15.0347515524381,-13.9163291894958,-19.0563879792334,-18.9827803714615,-19.6755928574755,-17.9825795106365,-16.0271595846478,M.m.musculus,M_FALSE,-0.3365776339430508,-1.764873562948249
AA0336,0.944444444,M,FALSE,10.7331154246412,-14.0755880453955,-19.0802983653182,-16.2800358592211,-16.8744896151327,-15.750933333728799,-23.8516703331573,-18.6618895889408,-16.0255122175436,-19.4626354698671,-16.8858187798273,-18.8282045085686,-18.7385869828663,-14.9007252167444,-14.3167610991719,-21.3558646827905,-17.7236967211798,-19.1395137639232,-15.1748708519263,-14.1224235683001,M.m.musculus,M_FALSE,-0.24364719331021784,-1.2885957866710673
AA0338,0.15,M,FALSE,7.50201028737425,-16.1115623752727,-16.971872426857,-18.8176185229898,-18.2002613776017,-13.1219912015512,-16.5599985447547,-17.547790891893,-13.8379629580164,-15.5316027727516,-12.6689058523109,-14.6999988763543,-14.2617797037531,-13.0635435929016,-19.1845947815506,-20.4119958724698,-15.1401256517351,-14.9979409448568,-18.2018095235076,-19.8332184479973,Hybrid,M_FALSE,1.5738707868384052,0.6702876275017987
AA0341,0.913043478,F,FALSE,9.08986512046205,-14.5621369644317,-14.6132519371756,-19.9409853478231,-16.775687220419,-14.3072057606476,-15.5109911561716,-17.2374940471712,-14.6689393068251,-16.9535157130354,-13.8852252096046,-16.193059093601,-16.1141554968853,-13.9274130334117,-16.0553216028905,-19.26710827407,-16.9948331234082,-16.3461585341523,-14.6521342867312,-10.9795956159601,M.m.musculus,F_FALSE,1.045599156252975,0.8089350193245294
AA0342,0.84,F,FALSE,10.5631490186969,-26.4415934957393,-23.26883426906,-20.5703555494311,-15.4531981908936,-13.2743366684828,-16.0036014445957,-18.9154970149396,-22.5423708949614,-14.2126976419179,-13.2028422029165,-14.7967018096097,-14.5158705686663,-22.5224984892197,-18.964530097839,-20.676128988161,-28.9064727243877,-20.1193990952402,-21.1420056346824,-16.9698786507687,Hybrid,F_FALSE,-1.342288758778576,2.460130528575947
AA0345,0.8,M,TRUE,8.47360492109902,-24.3370277471907,-15.1023038804821,-27.2706618131156,-19.3451408220893,-14.2652411465368,-16.8099783302962,-18.1360748925135,-14.5262768102145,-16.260382749493,-14.5888008199215,-15.6514755556011,-14.854156220695,-13.620432831679,-22.897512643039,-18.9159889873868,-14.8781338487389,-15.4892616657778,-17.9155420627833,-18.3891387239223,Hybrid,M_TRUE,1.951711693004414,1.5212585996818646
AA0347,0.705882353,M,FALSE,12.1627200390274,-13.338119248633,-10.373723265997,-14.0760851508262,-13.0845696534086,-13.4152426475823,-12.6948604247413,-9.80692162786865,-12.6843123077383,-14.444560305664501,-14.7095730377594,-14.5106041174136,-15.2998349169007,-15.3115680063822,-12.8995014459011,-11.0854394040149,-10.6356218932004,-16.2073911993192,-11.6478967094424,-11.1423828600391,Hybrid,M_FALSE,0.5787850289440952,2.1321544812394064
AA0348,0.777777778,M,TRUE,7.32093054299486,-22.4956153587907,-15.0772016070078,-16.1455073610816,-18.0313808757615,-18.4750117596116,-18.2133005744027,-18.2837791791661,-21.1086071842138,-17.3909709477092,-16.4997573153325,-16.139553135906,-16.015577902187,-14.8381806342648,-15.4271345029053,-18.225609871831,-15.6731183505556,-17.1835273202284,-17.6264481139858,-11.9101858738528,Hybrid,M_TRUE,1.8728759212139365,2.651545014318901
AA0350,0.75,M,FALSE,12.6740544879997,-15.4499288201401,-23.3892797731093,-16.8195402394784,-15.779769756278201,-16.9977187887775,-17.8809186431596,-20.7233021490909,-17.1951876640674,-20.96286173106,-18.4357260564999,-21.0560793736188,-18.047571616418,-21.0063664978191,-16.4206301891131,-15.5614917087386,-19.8121308842318,-22.0978295103788,-25.6816233293033,-18.9938842347626,Hybrid,M_FALSE,-1.5901700091567685,-1.994973159578643
AA0352,0.8,M,FALSE,11.589469287671,-20.8196775784493,-22.2237085363358,-20.9531468756541,-20.6921819096069,-26.3004241214537,-27.9809111399681,-18.1062962184754,-25.135744516099,-22.0978295103788,-26.7074481204718,-24.4487861128874,-24.7658501569267,-24.6798604567701,-19.3948250773904,-19.7625984018609,-26.5340724793842,-20.8820852414185,-27.2359542091294,-24.0602748470167,Hybrid,M_FALSE,-0.84987967851763635,-4.8193936475307
AA0358,0.64,F,FALSE,5.5371883391847,-22.1908696844222,-15.7339469083053,-21.5922319856404,-17.8199914028549,-17.8974697642987,-17.3708427898634,-19.110132207858,-20.3665447856414,-16.2765368893656,-15.3524306878073,-16.4212820919115,-17.7022904283078,-15.1689995797283,-18.2420155069314,-15.7387160333055,-17.4842904736805,-16.8515618288234,-15.8156935358835,-19.158572607148,Hybrid,F_FALSE,1.7471628746814492,2.0169490281497584
AA0360,0.739130435,F,FALSE,8.88933497782467,-17.051336020859,-14.1727995862428,-18.0027548369583,-14.4465934188158,-14.883881615296,-14.1941767141592,-15.9211700370825,-15.3549398533248,-18.2371469722417,-16.2409768700901,-17.569134729787,-16.5395346698824,-16.9376523349796,-14.5879214052225,-13.8417853097831,-16.9718031244796,-17.5746209202397,-16.0522657573723,-14.5930530802687,Hybrid,F_FALSE,-0.6117718784931774,1.6355584505403555
AA0368,0.92,F,FALSE,7.81381917470376,-20.5132522123481,-16.2949390332018,-22.9980192856398,-20.8615450514176,-19.9409853478231,-11.5127646185897,-19.7187700706228,-21.360245144115,-10.4829298573123,-18.8538446140717,-10.2391896442145,-8.91369956690099,-14.0912458853371,-18.1920599281506,-18.0401490216527,-15.3515068200389,-10.2358902802564,-17.4694366796844,-16.240819925661,M.m.musculus,F_FALSE,2.0449637343687286,2.934300298053937
AA0370,0.08,F,FALSE,10.3740960740227,-17.76439016977,-28.9064727243877,-13.383613657464,-21.7399321749942,-23.1311908945969,-22.0666162676729,-20.7699271792748,-21.6942710205648,-25.7270195941728,-27.0024928805185,-26.540083392872,-24.643743858087,-17.9302244135605,-15.3675433242962,-22.0935142319798,-24.0919260234036,-26.3676389861877,-13.7717461172881,-20.0788306695621,M.m.domesticus,F_FALSE,-0.28424587299815135,-4.360840458399712
AA0372,1,F,FALSE,9.05469468212711,-16.9703962353853,-18.0357807412629,-22.4177348141621,-18.5795254199197,-11.9654482595074,-14.8969080119445,-21.5292699969013,-16.8475325806632,-15.5657152230908,-12.599513047978,-15.1200681345149,-14.3553995760092,-16.6541440369661,-17.5871285462708,-16.4024462833439,-17.3086570197212,-18.8890735548539,-20.6656866547238,-14.8133157455256,M.m.musculus,F_FALSE,-1.235628808979255,2.823189675326272
AA0373,0.2,F,FALSE,6.8733294191354,-17.4172558448137,-17.7289833136642,-20.1659256943711,-14.5164777904967,-15.6043531182054,-17.1399694933491,-20.7699271792748,-17.8171353799272,-18.9110865328223,-16.4124110715853,-18.4639566576516,-17.811931207823,-20.4254467331058,-15.9473327360393,-19.8681572834564,-18.511094593317,-18.2197139407308,-19.496310567028,-20.1598340549677,Hybrid,F_FALSE,-0.8054007555542582,-1.3233986474725024
AA0375,0.75,M,TRUE,10.3046284662831,-14.5996044029746,-14.6373580006533,-18.027549056086,-15.9845087283898,-15.3151710271122,-11.6840640118308,-16.2990337837867,-17.1073437423717,-14.5770186495992,-13.2404862953805,-13.7615199774281,-10.2575443824849,-17.2551275388761,-17.897931596152,-14.9178800249319,-14.7570875347774,-11.8409539592526,-13.7717461172881,-14.031442368994,Hybrid,M_TRUE,0.34658466237736696,2.9359303198560736
AA0376,0.913043478,F,FALSE,6.86865410894271,-18.2609725098238,-14.9266348099757,-17.7443507548096,-18.2741218101305,-20.5165290832057,-15.5346081917099,-16.3360468095916,-21.9100557141462,-14.4237069072475,-17.8838112680482,-13.1772132237648,-13.4115356347585,-15.4700796987765,-15.4507572039674,-15.5911132200123,-15.0876005655856,-14.0971611467617,-18.9356473629921,-17.7481004893305,M.m.musculus,F_FALSE,1.2801836419846968,2.895015251296504
AA0381,0.35,M,FALSE,10.0358649463076,-14.9151493148222,-24.8987546907413,-16.1238314608744,-20.5049419923056,-17.0152123560266,-22.1535463366294,-20.0788306695621,-17.0940162020996,-19.1886947735183,-17.0279709245233,-19.2500940645066,-18.5151793898142,-15.1559532645148,-15.3990579151071,-19.9739522988465,-19.5435055492885,-18.4389570307875,-18.7841290017756,-23.0581761224898,Hybrid,M_FALSE,-0.3682770527136518,-1.7043496052103877
AA0385,0.35,M,FALSE,9.45533636069016,-14.9692465317151,-15.3641861120607,-22.1413217276545,-10.9673575747901,-8.91369956690099,-12.7506582918481,-18.2597697187208,-13.4078453957484,-14.3603905442915,-8.91369956690099,-13.8626463411973,-11.2450168955492,-23.0042343733132,-17.2330607816555,-16.8883110419166,-13.6821339441414,-14.0332129518493,-19.496310567028,-15.2706914519695,Hybrid,M_FALSE,-1.7578955744056917,3.1747931175936017
AA0386,0.4,M,FALSE,12.3251652622693,-13.8292128312397,-13.0780198273066,-18.2606609172011,-16.8005342465752,-13.8459907240753,-15.3140848223333,-14.5375571593145,-13.6819474555855,-16.6079077219162,-13.2806160746667,-16.5178176277205,-15.8385935417635,-13.5429090845127,-16.109021827907,-19.6631964136425,-16.6999283628949,-16.1197086588269,-15.0567824999192,-13.5565636412831,Hybrid,M_FALSE,1.1711240702306038,0.9617682856610087
AA0389,0.65,M,FALSE,10.4179121337441,-15.6439832599934,-14.34730663542,-14.33105469485,-14.7545028262549,-14.5186839723118,-13.8189511596211,-15.0976301513544,-15.1259986775299,-17.791246922961,-15.6939212663804,-17.3084403219582,-16.7961444875013,-16.1468457125188,-13.6805201440774,-14.0903650607762,-12.9422722554549,-17.4709080078327,-13.8068753257465,-14.148597826061,Hybrid,M_FALSE,-0.4112887012703032,1.4385677177482972
AA0390,0.25,M,FALSE,6.77742055379301,-19.2735101071856,-14.8323302289932,-16.3064617277366,-17.7814776199106,-22.0507894866553,-17.6829501893798,-20.8638253476003,-22.6942330961811,-14.0971611467617,-18.9600184581891,-19.1672426073964,-23.5310557985148,-20.7384012495967,-13.0951922221043,-19.3025246687992,-20.8276068965842,-15.1028623741594,-21.0739303154904,-23.6574064393899,Hybrid,M_FALSE,-0.6703658688699015,-1.9245878512940062
AA0393,0.869565217,F,TRUE,11.4313111913325,-14.3803281757837,-10.9244932066507,-14.5573028755142,-12.2893938691762,-12.1040887779792,-12.3113294970448,-12.5732133628731,-13.3269714550956,-14.0691590608017,-12.9417898911372,-13.6835768840405,-13.0580405411826,-16.202143484294,-12.7252790730712,-11.6182275905189,-11.5986267798844,-14.0128361463987,-13.8349907406096,-12.8110293684936,Hybrid,F_TRUE,0.6431608480336682,2.2899386859953546
AA0394,0.64,F,FALSE,11.2611894582265,-21.5701012709459,-16.7833553319585,-15.1095829147427,-8.91369956690099,-17.9107552003509,-13.2947579210427,-15.1619227999887,-20.9905556627602,-10.2358902802564,-16.3729442132239,-8.91369956690099,-9.79310415165575,-19.5798322646207,-14.0878159065109,-22.3422190072803,-17.8261169421851,-20.3701772019797,-18.9016846756369,-14.7750786801244,Hybrid,F_FALSE,0.11315479975814291,3.3794487773831214
AA0395,0.869565217,F,FALSE,9.4939831601589,-16.8484976591187,-12.0038392827156,-14.9730719707484,-16.8927431276889,-14.3587604608776,-15.0185301881469,-16.1828071673311,-15.208041220798,-13.3722540703602,-10.5418526981286,-12.3557853804437,-11.6369779155293,-12.7441191383209,-14.4482031125329,-18.5885182432246,-13.0717147909085,-13.4121523022982,-15.0787939202842,-13.9846060774557,Hybrid,F_FALSE,2.7150830128482815,2.5554903777886877
AA0396,0.826086957,F,FALSE,13.597200392195,-19.6687952541469,-22.4235657964702,-13.2566146275743,-21.0435067936679,-20.3255574579958,-22.2931375604438,-15.3190835482078,-19.2815065648333,-21.2784674450971,-19.1315972164492,-22.0838962466764,-22.056700867341,-16.0743332264986,-20.0504310031221,-19.4791177687111,-20.3449141142407,-22.9675518449798,-19.3092441025714,-18.4341572498792,Hybrid,F_FALSE,0.3204352152430965,-3.399956426721533
AA0397,0.75,M,TRUE,11.7703261735943,-19.4370007480722,-18.8246507809285,-13.1187217231384,-17.4240636988473,-21.0351066352054,-21.1866056103362,-21.6758195543643,-21.4153380029016,-24.3179162327432,-22.9778537853469,-22.5551878587982,-22.1895316817242,-17.683899278578,-16.7805311528404,-13.7704548328461,-22.8091898000016,-23.7119175562347,-18.2486923545059,-19.932579371196,Hybrid,M_TRUE,0.029608306521328787,-3.6455975564920173
AA0399,0.88,F,FALSE,12.4805387447112,-12.0321047633484,-17.0631819678593,-19.1000714079203,-21.4399458693907,-16.4944020667979,-25.8861637991665,-20.8638253476003,-12.65383902811,-24.5954237605213,-14.2496781784675,-22.2594012569539,-26.0544122243129,-17.8884321279493,-14.7685688567461,-18.2513481612887,-19.4396695744443,-25.7270195941728,-20.8314212529876,-16.048648856438,Hybrid,F_FALSE,-1.192730816046267,-2.6810644767916223
AA0400,0.84,F,FALSE,9.81878682973869,-20.2768642786062,-18.1496294714471,-16.3295854914888,-25.3165300099847,-26.7772280636006,-21.2550785418959,-22.3426123925234,-27.4960256670535,-20.8820852414185,-25.5074774258623,-23.0413769351637,-24.9383364924577,-18.8503332424078,-16.4206301891131,-16.2523695376122,-23.2857651967549,-21.180683358198,-27.2359542091294,-21.4361574064899,Hybrid,F_FALSE,-0.6640549194213321,-5.010538269929149
AA0401,0.869565217,F,FALSE,12.805454512361,-16.1475040128085,-24.3819717237849,-19.5573893626158,-23.893381187475,-18.7558184531368,-24.2316242410591,-23.6574064393899,-14.7320941422625,-25.4871899937406,-21.0852564147947,-25.0167725798199,-26.3039296586167,-22.2822490029808,-20.4791149823644,-18.1988417304831,-26.8854441101977,-26.123840331189,-21.0739303154904,-24.4518528636141,Hybrid,F_FALSE,-1.2591035591695798,-4.364513870354732
AA0402,0.8,F,FALSE,8.78528899757666,-13.3819527691784,-18.222703969449,-16.8450270521539,-12.5926802704984,-13.3338368455926,-17.4614772462734,-16.6747443294196,-13.3655382545253,-17.0671101532394,-14.4596420581987,-16.742614468458,-15.574916917456,-19.2065867475419,-15.4271345029053,-12.1706427001256,-16.159494247646,-15.6073068517296,-19.7908898583494,-19.8599111107269,Hybrid,F_FALSE,-1.78785119573972,1.9132092486194976
AA0404,0.8,F,FALSE,10.9874978984467,-17.1823285613601,-19.3580504743189,-16.5117057592507,-15.6301434760937,-17.295108395122,-20.3056005171514,-22.2849611711401,-18.7016956728036,-20.0760034763812,-19.041850798831,-20.4665217459039,-19.8452520171304,-23.2107873775342,-17.4963955794276,-17.8624950175484,-23.0211846124226,-19.9783108659264,-17.7421621342526,-23.4712806518165,Hybrid,F_FALSE,-1.205893037282738,-2.0216054238962533
AA0406,0.92,F,FALSE,12.7618504301545,-26.1832500418565,-18.8246507809285,-18.7830442276973,-19.0864598304814,-24.933244831673,-26.1791737772279,-28.1791273860508,-28.2013988743747,-23.911803293818,-20.8292442011997,-24.8430129070413,-22.6890169841518,-20.2923959776285,-14.1390965351177,-15.622647817158,-24.0919260234036,-23.5340693103617,-21.8630489366684,-24.878478612959,M.m.musculus,F_FALSE,-0.46779402676806886,-4.383401094400929
AA0407,0.684210526,M,FALSE,12.5564350102674,-22.1908696844222,-24.0805280928487,-15.4676419752347,-17.9320617262431,-22.9359843051504,-22.0666162676729,-21.7852423243363,-22.7791713501448,-23.3707580000402,-28.9064727243877,-22.8713527546339,-22.6890169841518,-22.8353038215248,-19.7174051364097,-15.6861968793769,-21.7909558368704,-22.8873929232227,-19.8525366762572,-22.2343812760222,Hybrid,M_FALSE,-0.22923392405681436,-4.100497114672853
AA0408,0.8,F,TRUE,12.6608596816254,-16.2867455273859,-23.7179324701212,-28.0339915204734,-20.6332845158407,-17.3121231004398,-24.6099089498636,-17.3719077898314,-17.8313634383172,-21.6923800317927,-18.6673448264578,-20.8268598987453,-19.8730797437083,-15.8639972823327,-16.5502910647355,-19.7111691749888,-19.7508869715192,-21.2784674450971,-19.496310567028,-20.4821639503653,Hybrid,F_TRUE,-0.7960453812021091,-2.3673596367314644
AA0413,0.391304348,F,TRUE,9.80857432825571,-24.6417525884041,-24.0805280928487,-19.2626906714435,-22.1167668214428,-27.0436225178673,-27.9809111399681,-18.9684077398455,-22.2931375604438,-23.060431477545,-26.7074481204718,-23.4355106750617,-23.7168413292801,-17.4896174246043,-19.5392796581045,-21.4319574172676,-21.4361574064899,-23.060431477545,-17.8231710368016,-19.4803281996505,Hybrid,F_TRUE,-0.4484687886828734,-4.349165377756148
AA0423,0.85,M,FALSE,7.43324287402757,-22.3603743614305,-17.2429874442072,-17.1794919920217,-23.2901687017246,-15.1387682337789,-18.8758792445313,-20.9390841129336,-18.4169112607964,-16.0438328742159,-14.6025247503843,-16.211773275441,-15.4954704841129,-13.1590932528331,-24.9467714726734,-16.100624796048,-17.1104669686965,-18.3808158421821,-19.5447582241752,-19.3240357057332,Hybrid,M_FALSE,2.248739290492981,1.1939047549808905
AA0424,0.88,F,FALSE,8.47009113015912,-16.4922800077939,-14.0907478158064,-14.3512496448264,-14.9620157859523,-18.3337509693068,-12.3113294970448,-17.0795173972434,-18.8852167564519,-11.986902893995,-17.4749009407369,-12.8625564873412,-10.949186734571,-15.3218147464003,-13.8218498790769,-15.17033987207,-13.7114002074092,-11.7723365995328,-13.7361451904137,-15.229240740436,Hybrid,F_FALSE,0.7499194694462035,3.1825135998490537
AA0428,0.826086957,F,TRUE,18.4644505587145,-14.237377980544,-19.7711885423615,-14.5815889966534,-18.0821309704995,-16.4105680387056,-20.904127922207,-14.5930530802687,-16.673121476057,-19.6112607074516,-17.8177607995636,-19.445995903538,-18.9539771993821,-15.4886924954163,-19.7965830100055,-14.8346956796048,-18.6119210215542,-19.485027674555,-16.6546653031009,-17.8290174441118,Hybrid,F_TRUE,0.40240996010937663,-0.7871888494425531
AA0429,1,M,FALSE,8.78410795976116,-17.4334854797666,-14.516709598692,-18.3720107545413,-19.5591730104072,-12.4899970753273,-13.598745472633,-17.3286049266888,-13.9102454406851,-14.5582687486784,-12.0906864083986,-14.0021746484107,-13.7942700668313,-13.6796208971374,-16.9866482364482,-15.0891001969402,-15.5886930863523,-14.5152407410232,-25.0615546834482,-15.0360532980927,M.m.musculus,M_FALSE,2.8059339378001327,1.4854243888087328
AA0434,0.736842105,M,FALSE,8.19720640725204,-27.416196142789,-17.7746741144824,-24.7048260556098,-26.212805897204,-25.3590103089716,-20.2659944956802,-20.29568502044,-28.2013988743747,-14.8330455778255,-23.3187439641895,-25.8969615224054,-24.117117776038,-18.4649887595967,-20.9558389440196,-16.9738013799302,-22.0808197392473,-16.3962567643093,-25.9246149123106,-20.7233021490909,Hybrid,M_FALSE,-0.6848463869078916,-5.170917551002184
AA0438,0.947368421,M,FALSE,11.3540085537972,-15.3843205087185,-17.9205013053033,-17.4203806137947,-14.1209533163755,-14.4651525132454,-13.6465122892394,-14.7951731451068,-15.5137826014482,-17.9923670634623,-15.8370467984648,-17.1343888642566,-16.2970226205742,-18.6763320223448,-16.9866482364482,-15.2744879658764,-17.2589627686556,-17.1020313522079,-17.3097888011803,-15.5371564411675,M.m.musculus,M_FALSE,-0.7376042666513158,1.8077696254823885
AA0441,0.869565217,F,TRUE,14.8923238599808,-15.0220878899196,-17.5427942666938,-17.5297954172175,-16.3817842552764,-16.3559126535492,-15.8823898179933,-15.6707231890659,-17.8033351227671,-20.3701772019797,-17.768780658479,-21.261356526125,-24.3637330080411,-21.4201257403121,-19.0602506471066,-22.6306945217098,-22.2343812760222,-21.0216244197267,-19.4680320758027,-16.0930350076822,Hybrid,F_TRUE,-0.4459002291091482,-1.1132537908020188
AA0446,0.842105263,M,TRUE,12.5590855350124,-15.8364908785018,-20.5203714433055,-21.8667303873296,-20.3149472062826,-17.4286498591951,-23.5912739992134,-22.0441397782235,-17.4429902020406,-21.3220375546873,-17.7858715701631,-20.8684424899807,-19.7961843299175,-15.730456535588,-17.173900874627,-14.2187990230453,-20.1001180449589,-21.4247261314762,-21.6404664855711,-18.6328769655121,Hybrid,M_TRUE,-1.098327291023689,-3.021723034749881
AA0447,1,F,FALSE,10.0264890472047,-14.9940967255728,-22.8983918430734,-15.2956566722676,-17.2331184752975,-17.4586183584704,-15.0745672651904,-17.9999396558074,-17.2527796387817,-20.1521951712746,-18.7816500220556,-20.1342202588604,-20.3308702391567,-15.6093240355998,-15.0564835640798,-22.5209517300598,-18.3524540074722,-20.2540073269124,-15.3535709267067,-16.6397871475298,M.m.musculus,F_FALSE,-0.08938109419365664,-1.147092160514322
AA0449,0.947368421,M,FALSE,8.22837098136873,-18.3622313173523,-13.1156333792637,-15.4904500724123,-17.7361828481197,-15.9404625262052,-9.93984371705489,-17.8147644709417,-17.9972900735477,-12.124475562685,-12.2279326152563,-11.2113281740048,-10.507548623741,-10.9250821334698,-15.3440802588937,-15.8887897720622,-13.2429203232359,-12.124475562685,-15.4536612809847,-16.4512024108418,M.m.musculus,M_FALSE,2.586101810483427,2.814386748144829
AA0451,0.956521739,F,FALSE,11.3068445554191,-24.0798536920677,-24.0805280928487,-19.2282987936435,-28.9064727243877,-23.6179182674664,-22.0666162676729,-28.9064727243877,-24.9434051140533,-24.8568833307372,-24.8182963800348,-23.9858869639995,-22.6153320775813,-19.0648615248809,-19.3948250773904,-13.6918538832398,-23.6151731004342,-24.5954237605213,-20.3351204640854,-20.9390841129336,M.m.musculus,F_FALSE,-0.7047935273394494,-4.803861051443779
AA0452,0.956521739,F,TRUE,10.5456337201596,-16.8037277390809,-20.864555968815,-18.04884348074,-26.4950994805613,-18.353841799903,-22.7353053159283,-19.1881469236788,-19.1699632465721,-22.7204290086723,-19.8203131044074,-21.8636289464006,-21.0436851151675,-16.3950536037836,-16.6076105955749,-17.9094122655635,-21.5504293140812,-22.6502878677605,-17.7134623428854,-15.119311249713,M.m.musculus,F_TRUE,-0.4382122657120961,-3.200908861415755
AA0453,0.941176471,M,FALSE,13.2890866296294,-16.7611237931847,-20.7517386078161,-14.1781410314127,-15.2948166004114,-15.8123701872178,-14.8752036148079,-20.1250315873113,-18.4413726068002,-19.7963282014275,-17.6296600795969,-19.6551365086927,-18.3758571172182,-18.8136888961946,-14.0653793997555,-17.4652951858953,-19.1522634030452,-20.1521951712746,-23.9093013482599,-16.6747443294196,M.m.musculus,M_FALSE,-1.1658257454781724,-1.7826863299548807
AA0454,0.826086957,F,TRUE,14.9232030975154,-13.6852577414443,-15.3419021781146,-17.4568183180019,-18.4681151064398,-14.0155591184072,-16.3828713180811,-13.5304329843961,-13.8168948030841,-16.5459923776255,-13.310906528755,-16.8592114898493,-15.703830424075,-13.7842110075605,-21.0373482565741,-18.2830884428875,-16.6537187615648,-16.3617270402377,-18.0340050636499,-14.2657243678941,Hybrid,F_TRUE,1.0663001737701088,0.6170719418768841
AA0456,1,M,FALSE,10.8096719923419,-23.879473752804,-24.559612038948,-23.7119175562347,-24.1405429600438,-23.3567844157604,-22.0666162676729,-23.7574710649002,-26.3074193336206,-28.2301581440799,-22.0918141394279,-26.3579318065981,-24.9383364924577,-14.7680252647447,-14.4747258508104,-17.6405083431853,-23.1453184088845,-27.5347414086632,-20.5326122769177,-17.87659820718,M.m.musculus,M_FALSE,-0.5979476219996103,-4.6533741927645496
